year,episode_number,title,airdate,rating,total_votes,desc
2011,511,Masaka no Saijouriku! Luffy Marineford e!,21 Aug. 2011,8.1,(460),"The Marine Headquarters have started rebuilding, and the Marines had a meeting about Monkey D. Luffy."
2011,512,Nakama ni Todoke: Kakemeguru Dai News!,28 Aug. 2011,7.8,(442),Some of Luffy's old friends from Impel Down and around the world read the news about Luffy's second appearance at Marineford.
2011,513,Ugokidasu Kaizoku-tachi! Kyoutendouchi no Shinsekai,4 Sep. 2011,7.4,(406),Trafalgar Law and his crew talk about going to the New World.
2011,514,Jigoku o Ikinuke: Sanji Otoko o Kaketa Shoubu,11 Sep. 2011,7.2,(400),Nami tricks the old men into letting her stay on Weatheria. Franky stumbles upon Vegapunk's hidden laboratory and finds more blueprints and decides to study them.
2011,515,Madamada Tsuyoku Naru! Zoro Senchou e no Chikai,18 Sep. 2011,7.8,(412),"While being put on display in a cage, Brook feels appreciative towards all that Luffy had done for him and decides that he will move on and continue to aid Luffy."
2011,516,Luffy Shugyou Kaishi: 2-nengo ni Yakusoku no Basho de,25 Sep. 2011,9.1,"(1,530)",Jinbe leaves Luffy with Rayleigh. Rayleigh takes Luffy to an abandoned island to begin his training. Rayleigh introduces Luffy to the concept of Haki and then demonstrates the three different types of Haki.
2011,517,Shinshou Kaimaku: Saishuuketsu! Mugiwara no Ichimi,2 Oct. 2011,9.1,"(1,639)","After two years of being separated, the Straw Hats return to Sabaody Archipelago."
2011,518,Isshokusokuhatsu! Luffy Tai Nise Luffy,9 Oct. 2011,8.2,(672),"Fake Luffy and the real Luffy come face-to-face, though the imposter is quickly beaten thanks to Luffy's use of Haki."
2011,519,Kaigun Shutsudou: Nerawareta Mugiwara no Ichimi,16 Oct. 2011,7.9,(606),"Robin visits the Thousand Sunny and meets Franky there. Chopper goes to the Fake Straw Hat Pirates, mistaking them for his own crew."
2011,520,Oomono Shuuketsu: Nise Mugiwara Ichimi no Kyoui,23 Oct. 2011,7.8,(542),"Brook finishes his concert when the Marines arrive to capture him, but he escapes."
2011,521,Sentou Kaishi! Misero Shugyou no Seika!,30 Oct. 2011,9.2,"(1,654)","While the rest of the Straw Hats prepare to set sail, Luffy gets a chance to show off his new powers in a brutal throw down between notorious pirates, navy soldiers, and deadly Pacifistas."
2011,522,Zen'in Shuugou: Luffy Shinsekai e no Funade,6 Nov. 2011,8.6,(959),Luffy along with Zoro and Sanji are heading to Grove #42.
2011,523,Kyougaku no Shinjitsu: Sunny-gou o Mamotta Otoko,13 Nov. 2011,7.8,(577),Caribou is seen punishing the Fake Straw Hats for making him join them instead of the real Straw Hat Pirates.
2011,524,Kaichuu no Shitou: Arawareta Oounabara no Akuma,20 Nov. 2011,7.5,(353),"The Caribou Pirates attack the Straw Hats. While Caribou manages to get on the Thousand Sunny, the rest of his crew gets pulled away by Mohmoo, who gets frightened when he recognizes the Straw Hats from his time in Arlong Park."
2011,525,Shinkai de Sounan: Hagureta Mugiwara no Ichimi,27 Nov. 2011,7.6,(340),"Luffy, Zoro and Sanji are facing the Kraken."
2011,526,Kaitei Kazan Funka! Nagasarete Gyojintou,4 Dec. 2011,7.5,(336),"The Flying Dutchman shows up and Vander Decken tells Wadatsumi to crush the Thousand Sunny, but then the Kraken beats Wadatsumi."
2011,527,Gyojintou Jouriku: Uruwashiki Ningyo-tachi,11 Dec. 2011,7.6,(336),"The Straw Hat Pirates encounter Hammond, some sea-beasts and other fishmen from the New Fishman Pirates."
2011,528,Koufun Bakuhatsu! Sanji Seimei no Kiki!,18 Dec. 2011,7.4,(339),"Sanji playing in a pool with the mermaids in Mermaid Cove, Luffy, soaking his feet on the side of the pool, comments on how nice it must be to swim, Camie suggests that Luffy could wear a bubble in order to do so."
2011,529,Gyojintou Metsubou!? Sharley no Yogen,25 Dec. 2011,7.3,(352),"As blood donors are finally found, the recovering Sanji stays at the Mermaid Cafe while Luffy, Usopp and Camie meet Pappag and Brook."
2012,530,Gyojintou no Ou: Kaishin Neptune!,8 Jan. 2012,7.4,(336),Straw Hat Pirates are in a town on Fishman Island and King Neptune and Megalo appear to invite the Straw Hats to Ryugu Palace.
2012,531,Ryuuguujou! Tasuketa Same ni Tsurerarete,15 Jan. 2012,7.1,(341),"Luffy, Nami, Usopp, Brook, Camie, and Pappag travel with King Neptune to Ryugu Palace."
2012,532,Yowamushi de Nakimushi! Koukakutou no Ningyo Hime,22 Jan. 2012,7.3,(331),"Vander Decken IX reveals that he plans to marry the princess, using his Mark-Mark Fruit curse to throw a giant axe at her."
2012,533,Kinkyuu Jitai Hassei: Senkyo Sareta Ryuuguujou,29 Jan. 2012,7.3,(331),"The guards around Zoro and the others are preparing to pop their air bubble, however, Nami found some bubbly coral and made the whole room fill with air and Zoro prepares to fight Neptune."
2012,534,Ryuuguujou Gekishin! Shirahoshi Yuukai Jiken,5 Feb. 2012,7.5,(335),Luffy leads Shirahoshi out of her tower inside Megalo while Brook and the Minister of the Right tells them to stop.
2012,535,Hody Shuurai: Fukushuu Keikaku no Hajimari,12 Feb. 2012,7.3,(328),"Luffy is still on his way to the Sea Forest with Shirahoshi, when he notices something going to the Ryugu Palace, which is revealed to be Hody and Vander Decken IX."
2012,536,Ryuuguujou no Kessen! Zoro Tai Hody,19 Feb. 2012,7.7,(341),Neptune begs someone to protect her daughter. Hody just comments on how weak he is and states he only joined his army for military strength and knowledge. He states he will revive the dream and ambition of Arlong.
2012,537,Shirahoshi o Mamore: Decken no Tsuigeki,26 Feb. 2012,7.7,(335),"Chopper tries to persuade Sanji to not turn around, or else he will see Shirahoshi and die. But Sanji turns around and after seeing the princess, turns into stone."
2012,538,Ichimi Haiboku!? Hody Ryuuguujou Seiatsu,4 Mar. 2012,7.6,(328),"Zoro cuts Hody and asks for Neptune's help to escape from Ryugu Palace. Unfortunately, Hody who was unconscious comes to his senses after taking an Energy Steroid and successfully stops Neptune and the Straw Hats from escaping."
2012,539,Yomigaeru Innen! Nami to Gyojin Kaizokudan!,18 Mar. 2012,7.5,(335),"Robin continues her search while the New Fishman Pirates begin to take over. People are also seen being forced to step on a photo, and if they do not, they are considered as enemies."
2012,540,Dorei Kaihou no Eiyuu: Boukenka Tiger,25 Mar. 2012,7.7,(348),"Otohime confronts a robber who was stealing money so he could buy food for his ten children. Otohime and Jinbe try to change Fishman island, and Jinbe leaves the Army to join the Sun Pirates."
2012,541,Kizaru Toujou! Tiger o Nerau Wana!,1 Apr. 2012,8.1,(397),"Entering a flashback, Neptune holds a baby Shirahoshi commenting on Tiger's attack on Mary Geoise, stating he would not be able to attend a summit for a long time because of it."
2012,542,Team Kessei! Chopper o Sukue,8 Apr. 2012,5.7,(297),"Toriko and Komatsu are seen fishing when Komatsu catches a Harusame. After defeating it, Luffy suddenly comes out of the Harusame's mouth and surprises Toriko and Komatsu."
2012,543,Eiyuu no Saigo: Tiger Shougeki no Shinjitsu,15 Apr. 2012,8.1,(412),"The Sun Pirates start making their way to Koala's hometown, while giving her a slight makeover, new clothes and cutting her hair. on their ship, Koala still acts like a slave would, doing chores without being asked and asking for orders."
2012,544,Kaizokudan Bunretsu: Jinbe Tai Arlong,22 Apr. 2012,7.5,(341),"After Fisher Tiger's death, Arlong, enraged, betrays his last wishes and decides to attack and kill villagers of Koala's village for selling him out, upon trying he is easily beaten by Vice-Admiral Borsalino and taken into Marine custody."
2012,545,Yureru Gyojintou! Hyouchaku Shita Tenryuubito,29 Apr. 2012,7.3,(340),"With Jinbe having been accepted as a Shichibukai, the Sun Pirates return to Fishman Island."
2012,546,Totsuzen no Higeki! Mirai o Tozasu Kyoudan,6 May 2012,7.9,(356),Vander Decken IX discovers about the Tamatebako and wishes to use it to age Shirahoshi after she grows up a little.
2012,547,Futatabi Genzai e! Ugokidasu Hody,13 May 2012,7.7,(327),"After Otohime passed away, Hody Jones had found and killed the suspected human assassin and showed him to the people."
2012,548,Oukoku Gekishin: Neptune Shokei Shirei,20 May 2012,7.5,(319),Hody makes his announcement to take over the Ryugu Kingdom with the execution of King Neptune as the start of his new rule. Hody also announces that he will kill Straw Hats so that they will serve as example to all humans in the surface.
2012,549,Shoujita Kiretsu! Luffy Tai Jinbe,27 May 2012,7.6,(321),"Luffy and Jinbe start their duel to see who gets to fight Hody, but their fight was cut short by Sanji's and Robin's interference."
2012,550,Hody no Ihen: Kyouyaku no Shin no Chikara!,1 Jun. 2012,7.0,(326),"The New Fishman Pirates head to the Gyoncorde Plaza to execute King Neptune but before getting at the plaza, they demonstrate a little taste of their power by terrorizing and destroying everything in their path."
2012,551,Kessen Hajimaru: Gyoncorde Hiroba!,10 Jun. 2012,7.1,(327),Neptune's army put up an attempt to stop Hody Jones and his pirates from reaching Gyoncorde Plaza but seeing the king held hostage prevents them from attacking.
2012,552,Shougeki no Kokuhaku: Otohime Ansatsu no Shinjitsu,17 Jun. 2012,7.2,(329),Jinbe and Shirahoshi are captured by the New Fishman Pirates when they fall into a trap due to a balloon version of King Neptune which easily tricks Shirahoshi and Megalo.
2012,553,Shirahoshi no Namida! Luffy Tsui ni Toujou,24 Jun. 2012,8.1,(391),Shirahoshi reveals that Megalo witnessed Hody shooting Queen Otohime and told her in secret.
2012,554,Dai Gekitotsu! Mugiwara Ichimi VS 10 Man no Teki,1 Jul. 2012,9.0,"(1,451)",The citizens celebrate at the arrival of Luffy and his crew. Jinbe comments on how his plan with the Straw Hat Pirates crew worked. Luffy takes down half of Hody's forces with Haki.
2012,555,Oowaza Sakuretsu! Zoro Sanji Shutsugeki!,8 Jul. 2012,7.9,(335),"The Straw Hat Pirates begin their attack with Luffy, Zoro and Sanji taking the lead in the fight but mostly it is the latter two of the three who begin showing their new powers and abilities from their two year separation and training."
2012,556,Hatsu Hirou! Sunny Gou no Himitsu Heiki!,15 Jul. 2012,7.6,(328),The battle rages on between the Straw Hats and the New Fishman Pirates. Sanji and Zoro are competing over who can take down the most fishmen.
2012,557,Iron Pirate! Franky Shougun Toujou,29 Jul. 2012,7.5,(325),"The battle between the New Fishman Pirates and the Straw Hats continues, with the Straw Hats gaining the upper hand. Seeing this, Daruma decides to join the fight, targeting the Brachio Tank V and collapsing the ground underneath it."
2012,558,Noah Sekkin! Gyojintou Kaimetsu no Kiki!,5 Aug. 2012,7.3,(323),Luffy and Hody continue their fight with Luffy getting the upper hand with Haki and Hody's attacks being ineffective against Luffy.
2012,559,Isoge Luffy! Shirahoshi Zettaizetsumei,12 Aug. 2012,7.1,(322),"Shirahoshi begins swimming out to sea in an attempt to lure the ark Noah away and save Fishman Island, while Luffy gets Sanji's help to allow him to reach the ship's chains and stop Hody."
2012,560,Gekitou Kaishi! Luffy Tai Hody!,19 Aug. 2012,7.3,(327),"Hody takes his trident out of Vander Decken's body and, after a short fight, Decken is defeated. Then Hody goes after Shirahoshi, slicing through Ryuboshi and Manboshi, reaches her with his incomparable underwater speed, and grabs her hair."
2012,561,Dairansen! Ichimi Tai Shin Gyojin Kaizokudan!,26 Aug. 2012,7.3,(328),Luffy along with the three princes try to protect Shirahoshi against Hody Jones.
2012,562,Luffy Haiboku!? Hody Fukushuu no Toki,2 Sep. 2012,7.0,(321),"As the Noah falls onto the Fishman Island, Shirahoshi desperately tries to tell Decken to wake up only for Hody to attack her but Manboshi takes the blunt of the attack."
2012,563,Shougeki no Jijitsu! Hody no Shoutai!,9 Sep. 2012,6.9,(320),"The story goes back before the Noah started falling back to the island. Jinbe and Sanji continue to fight Wadatsumi and Wadatsumi becomes angry and inflates himself, crushing some of his allies unknowingly."
2012,564,Zero ni! Luffy e no Atsuki Negai!,16 Sep. 2012,7.2,(322),Hody's past is revealed and Luffy continues his fight with him.
2012,565,Luffy Konshin no Ichigeki! Red Hawk Sakuretsu,23 Sep. 2012,7.7,(341),Brook continues to fight Zeo and reveals his new control over his Yomi Yomi no Mi abilities. Usopp continues to fight Daruma and has set traps for him.
2012,566,Tsui ni Kecchaku! Hody Saishuu Kessen,30 Sep. 2012,7.6,(326),Hody recovers thanks to the Energy Steroids and manages to overwhelm Luffy and bite him again in the same spot.
2012,567,Tomare Noah! Kesshi no Elephant Gatling!,7 Oct. 2012,7.5,(337),All of the New Fishman Pirates lie down defeated while the Straw Hat Pirates are relaxing and waiting for Luffy.
2012,568,Mirai e! Taiyou e to Tsuzuku Michi!,14 Oct. 2012,7.7,(364),"With the Sea Kings having stopped and saved the great ship Noah, Shirahoshi learns a startling secret from the Sea Kings."
2012,569,Akasareta Himitsu: Kodai Heiki no Shinjitsu,21 Oct. 2012,7.4,(335),"As the whole Fishman Island celebrates the capture and defeat of Hody and the New Fishman Pirates by the Straw Hats, who make their own plans to leave Fishman Island soon."
2012,570,Ichimi Kyougaku! Aratanaru Kaigun Gensui!,28 Nov. 2012,7.9,(365),King Neptune talks about the Ancient Weapons with Shirahoshi and Nico Robin while Caribou listens and makes his way to Shirahoshi's room.
2012,571,Okashizuki! Yonkou Big Mom,4 Nov. 2012,7.9,(350),"The rest of the Straw Hats are waiting for Luffy, Zoro, and Sanji to return the treasure from Caribou. They find Caribou easily with all the treasure."
2012,572,Zento Tanan: Shin Sekai ni Machiukeru Wana,11 Nov. 2012,7.6,(319),"The Minister of the Right was thanking the Straw Hats for saving Fishman Island, when suddenly he got a report that the Tamate Box is gone and is in the hands of Baron Tamago and Pekoms."
2012,573,Tsui ni Shukkou! Sayonara Gyojin-tou,18 Nov. 2012,7.4,(323),The mermaids and Keimi from the Mermaid Cafe ask Madam Shyarly if they can say good bye to the Straw Hats. Madam Shyarly says that her prediction that Luffy will destroy Fishman Island was wrong since they defeated Hody and his Pirates.
2012,574,Shin Sekai e! Saikyou no Umi o Mezashite,25 Nov. 2012,7.3,(320),The Straw Hats are Heading into the New World.
2012,575,Z no Yabou Hen: Chiisana Kyojin Lily!,2 Dec. 2012,6.9,(283),The Straw Hats find themselves in a middle of an infamous sea in the New World known for its mirages and outrageous weather patterns.
2012,576,Z no Yabou Hen: Nazo no Saikyou Gundan Toujou!,9 Dec. 2012,6.9,(280),"Nami creates a plan for the Straw Hats to rescue Lily's father, Panz Fry. Chopper, Robin, Brook, and Luffy are the diversion group while Usopp, Sanji, Zoro, and Lily are in the submarine."
2012,577,Z no Yabou Hen: Kesshi no Dai Dasshutsu Sakusen!,16 Dec. 2012,6.7,(285),"Luffy and Zoro face off against Shuzo and Momonga. The Straw Hats, Lily, and her father manage to escape with a Coup de Burst and the anchor connected to the Thousand Sunny."
2012,578,Z no Yabou Hen: Luffy VS Shuzo!,23 Dec. 2012,6.6,(307),Shuzo orders his men to be launched at the island like torpedoes and sacrifice themselves for him.
2013,579,Jouriku! Moeru Shima Punk Hazard,8 Jan. 2013,7.5,(348),"The Straw Hats have arrived at a volcanic island that does not show on the New World Log Pose. Luffy in his enthusiasm votes to go to the island, though most of the crew were reluctant to go because of the sea of fire blocking their way."
2013,580,Shakunetsu no Tatakai! Luffy Tai Kyodai Ryuu!,13 Jan. 2013,7.4,(340),"Luffy and Zoro start fighting the dragon, which is shown to be able to speak and breathe fire."
2013,581,Ichimi Souzen! Shougeki no Kubi dake Samurai Toujou!,20 Jan. 2013,7.1,(339),"Luffy, Zoro, Usopp, and Robin are standing near the dead dragon that Zoro killed and Luffy is trying to pull out the man who is stuck in the dragon's body."
2013,582,Kyougaku! Tsui ni Akasareru Shima no Himitsu,27 Jan. 2013,7.3,(336),"Franky, Sanji, Nami and Chopper are surprised that the samurai is still alive after being cut."
2013,583,Kodomo-tachi o Sukue! Ichimi Sentou Kaishi,3 Feb. 2013,7.1,(332),"Nami's group escaped the prison cell and end up in the Biscuits Room, where they find giant children."
2013,584,Kenjutsu Shoubu: Brook Tai Nazo no Doutai Samurai,10 Feb. 2013,7.5,(327),"At the lake, Luffy's group have been attacked by Brownbeard and his centaur unit who's job was to intercept and eliminate any obvious intruders."
2013,585,Shichibukai! Trafalgar Law,17 Feb. 2013,7.7,(353),"Chopper and Nami, leading the children stumble upon a room with people frozen in it. Franky, Sanji and the samurai start to make their way towards Nami and Chopper. Luffy, Zoro, Usopp and Robin get attacked by the centaurs."
2013,586,Dai Pinch: Luffy Gokkan no Mizuumi ni Shizumu,3 Mar. 2013,7.8,(340),"Luffy, Zoro, Usopp and Robin try to get to the ice side of Punk Hazard but their ship gets capsized by Brownbeard. As Brownbeard's troop prepares attack them again, Zoro gets ready to destroy their bullets but gets dragged down by sharks."
2013,587,Gekitotsu! Law VS Smoker Chuujou,17 Mar. 2013,8.2,(413),"Law was going to to cut up Tashigi into little pieces but Smoker saved her and started fighting against Law. Luffy, Zoro, Robin and Usopp are riding on top of Brownbeard after defeating him and his centaurs."
2013,588,2 Nenburi no Saikai! Luffy to Law,24 Mar. 2013,7.8,(331),Tashigi tries to see what happened in the fight. Luffy's group sees the flying warship. Luffy sees Law and thanks him for saving him two years ago. Law says that they aren't friends and Luffy agrees since they were both after One Piece.
2013,589,Sekai Saiaku Kyoufu no Kagakusha Caesar,31 Mar. 2013,7.3,(321),The G-5 Marines discussed if Caesar Clown was probably behind the unusual events at the island and that the child abduction cases in that area may have been real.
2013,590,Jijou Saikyou Colabo VS Umi no Taishokukan,7 Apr. 2013,5.6,(378),"Featured characters of One Piece, Toriko, and Dragon Ball Z enter the IGO tournament in order to gain the Carat meat, which is said to be the most tasteful in the world. However, it leads in a tie between Goku, Toriko, and Luffy."
2013,591,Chopper Gekido Master Hidounaru Jikken,14 Apr. 2013,7.4,(329),"The children and the Straw Hat Pirates are in a cave with Brownbeard tied up talking about the Master. Zoro, Sanji and Brook go to look for Kin'emon, who had gone to look for his torso."
2013,592,Ichimi Massatsu! Densetsu no Koroshiya Raishuu!,21 Apr. 2013,7.1,(324),"Yeti Cool Brothers make their way to the destroyed lab where the Straw Hats and the children are. Monet tells Caesar Clown about Law having some relation to Luffy, which makes Caesar mistrust Law until Law reassures him."
2013,593,Nami o Sukue! Luffy Yukiyama no Tatakai,28 Apr. 2013,7.6,(326),Chopper tells the others that Nami in Franky's body was kidnapped by the Yeti Cool Brothers. Franky in Chopper's body takes a Rumble Ball. Luffy and Franky go after the Yeti Cool Brothers to save Nami and defeat them.
2013,594,Kessei! Luffy-Law Kaizoku Doumei!,5 May 2013,7.8,(340),"Luffy and Law agree on an alliance; the rest of the Straw Hat Pirates disapprove while Nico Robin approves, even if she warns Luffy about a possible betrayal in a pirate alliance."
2013,595,Master o Toraero: Kaizoku Doumei Sakusen Kaishi!,12 May 2013,7.4,(326),"Zoro, Sanji and Brook are trying to find the samurai and remember what happened to them. They had been knocked out by the Yeti Cool Brothers, who used a gas that makes people drunk."
2013,596,Zenmetsu no Kiki: Shi no Monster Hirai,19 May 2013,7.4,(320),Luffy declares that he will capture Caesar. Law will distract Monet while Chopper finds an antidote for drug.
2013,597,Dai-Gekisen: Caesar Shin no Nouryoku Hatsudou!,26 May 2013,7.9,(322),"Sanji, Kin'emon, Brook and Zoro see Smiley. Brook talks about a story of a creature called Slime which melts the clothes of women, making everyone act perverted except for Zoro, who points out that the slime is killing the fish in the lake."
2013,598,Honoo Kirisaku Samurai! Kitsunebi no Kin'emon!,2 Jun. 2013,7.5,(318),Law's heart is crushed by the mysterious man named Vergo who was sent along with Monet to watch over Caesar.
2013,599,Shougeki! Nazo no Otoko Vergo no Shoutai!,9 Jun. 2013,7.6,(328),Law gets beaten up by Vergo. Yarisugi tells the parents of the missing children that they are dead. Caesar takes the children from Usopp and Nami.
2013,600,Kodomo-tachi o Mamore! Semaru Master no Ma no Te,16 Jun. 2013,7.3,(324),"As Luffy and Law remain captives in Caesar's lab along with the others who were captured, Caesar Clown goes to retrieve the children from the remaining Straw Hat Pirates."
2013,601,Shin Sekai Gekishin: Caesar Akumu no Jikken,23 Jun. 2013,7.2,(318),"G-5 Marine soldiers try to break into the lab. Meanwhile, Mocha starts to doubt Caesar and his subordinates."
2013,602,Shijou Saiaku no Satsuriku Heiki! Shinokuni,30 Jun. 2013,7.4,(315),"Smiley eats the candy and begins its transformation, wreaking havoc on Punk Hazzard."
2013,603,Hangeki Kaishi! Luffy-Law Daidasshutsu,7 Jul. 2013,7.8,(320),"As the Underworld Brokers watch the video feed of the captive Straw Hats and Marines, Eustass Kid and Killer decided to ignore it for more important matters, such as forming alliances."
2013,604,Mezase R-tou! Kaizoku Doumei Kaishingeki!,14 Jul. 2013,7.5,(314),"Although they made it into the lab, the Straw Hat Pirates left a large hole in the side of it, allowing Shinokuni to spread."
2013,605,Tashigi no Namida: G-5 Kesshi no Toppa Sakusen,21 Jul. 2013,7.4,(327),"Caesar Clown orders the passage between building A and B to be closed, allowing Shinokuni to kill the intruders."
2013,606,Uragiri no Chuujou! Kichiku no Vergo,28 Jul. 2013,7.4,(318),"After getting through the gates and thinking they're safe, G-5 Marines get a surprise visit from Vice Admiral Vergo."
2013,607,Hakunetsu no Gekisen: Luffy VS Caesar,11 Aug. 2013,8.0,(328),"Luffy finally reaches Caesar and attacks him, while Smoker leaves in order to find Vergo."
2013,608,Yami no Kuromaku! Doflamingo Ugoku!,18 Aug. 2013,7.5,(322),"Law walks into the SAD room, Vergo speaks with Doflamingo about Law while Baby 5 attacks him."
2013,609,Luffy Toushi!? Kyoufu no Yukionna Monet!,25 Aug. 2013,7.6,(316),"Chopper uses Monster Point, trying to prevent the children from taking more candy. Luffy faces Monet and gets trapped but manages to make a hole in the floor and escape."
2013,610,Butsukaru Kobushi! Futari no Chuujou no Tatakai,1 Sep. 2013,7.4,(319),"Smoker and Vergo begin their fight in the SAD Room. At the same time, Sanji, Tashigi, and the G-5 Marines are running through the battle-torn B-block when a gas tank explodes, causing Shinokuni to get in."
2013,611,Chiisana Dragon! Momonosuke Arawaru,8 Sep. 2013,7.3,(314),"Luffy meets Momonosuke in the garbage dump of Block C. In a flashback, Momonosuke didn't want the candy Caesar gave out to the children and he got hungry so he ate a devil fruit which turned him into a dragon."
2013,612,Fubuki no Shitou: Mugiwara no Ichimi Tai Yukionna,15 Sep. 2013,7.5,(318),"Luffy and Momonosuke are still trying to get out of the garbage chute. Caesar is watching Monet fighting Zoro. Usopp, Brook and Kin'emon are trying to find the sea stone cuffs and Momonosuke."
2013,613,Ougi Sakuretsu! Zoro Saikyou no Ittou-ryuu!,22 Sep. 2013,9.0,"(1,348)","Mocha is still running away with the candy, and the children are chasing her. Chopper, Nami, and Robin come to her and the children's aid. At the Biscuit Room, Zoro and Tashigi battle Monet."
2013,614,Tomodachi o Mamoru! Mocha Inochi-gake no Tousou,29 Sep. 2013,7.8,(338),"Luffy and Momonosuke manage to escape from the garbage chute and attack Caesar's subordinates, asking them where Caesar is. Mocha sacrifices herself and eats the candy."
2013,615,Chahige Hitsuu! Luffy Ikari no Ichigeki,6 Oct. 2013,7.9,(326),Zoro carries Tashigi away from the poisonous gas. Sanji and the G-5 marines continue to assist Chopper to vaccinate the children.
2013,616,Shougeki no Kecchaku! Smoker Tai Vergo!,13 Oct. 2013,9.2,"(1,447)","Smoker continues his fight with Vergo. The Straw Hat Pirates, G-5 Marines and the children run from the gas and continue to head towards building R-66. Usopp stumbles over the surveillance room where some of Caesar's men open fire at him."
2013,617,Caesar Gekiha! Saikyou no Grizzly Magnum,20 Oct. 2013,8.1,(347),Vergo attempts to kill Law even though he is cut down. The Straw Hats continue their struggle to escape the poisonous gas.
2013,618,Shuurai! Dressrosa kara no Shikaku,27 Oct. 2013,7.6,(314),"Luffy defeats Caesar and sends him flying out of the facility. The Straw Hats, G-5, the children and Law made it to Building R-66 where they prepare to leave the building. Baby 5 and Buffalo attempt to rescue Caesar."
2013,619,Ooabare! Muteki no Franky Shougun,3 Nov. 2013,7.8,(318),Franky begins to attack the two Donquixote pirates who retaliated with Baby 5 turning into weapons and Buffalo launching her at their robot foe.
2013,620,Zettai Zetsumei! Punk Hazard Dai-Bakuhatsu,10 Nov. 2013,7.9,(334),The Straw Hats are still racing towards the exit of the collapsing lab when they felt the explosion of the SAD room and then saw Shinokuni on their trail.
2013,621,Caesar o Hokaku-seyo - General Canon Sakuretsu,17 Nov. 2013,7.9,(325),"General Franky puts up a good fight against Buffalo and Baby 5. He sends them flying away with a General Cannon, but the two refused to stay defeated despite their injuries."
2013,622,Kandou no Saikai! Momonosuke to Kin'emon,24 Nov. 2013,7.7,(325),"While the group celebrates their victory, Smoker talks with Law about him manipulating Luffy, but Law says that its the other way around."
2013,623,Sekibetsu no Toki - Punk Hazard Shukkou!,1 Dec. 2013,7.6,(326),"The Straw Hats and G-5 Marines part ways. Flying over the ocean, Doflamingo approaches a life raft with Baby 5 and Buffalo's heads hanging on it, which were apparently cut off by Law."
2013,624,G-5 Kaimetsu! Doflamingo Kyuushuu!,8 Dec. 2013,8.2,(486),"Caesar Clown's former minions go in a search for those who were petrified by Shinokuni. All a sudden, Doflamingo appears and kills majority of the G-5 Soldiers."
2013,625,Kinpaku! Aokiji tai Doflamingo,15 Dec. 2013,8.0,(403),"Doflamingo prepares to finish Smoker off, but is stopped by Kuzan's ice. At the Thousand Sunny, Law tells some details about the recently formed pirate alliance."
2013,626,Kieta Caesar! Kaizoku Doumei Shutsugeki,22 Dec. 2013,6.8,(284),"Smooth seas stretch out before the Straw Hats as they leave Punk Hazard far behind - but while they fear Doflamingo's return and prepare to face him, another foe lies in wait, whose powers could be their downfall."
2014,627,Luffy Umi ni Shisu!? Kaizoku Doumei Houkai,5 Jan. 2014,6.7,(287),"Breed reveals his intentions. Breed commands Luffy and Law to fight each other in a stadium-like place, while Dugong begs him to make them stop."
2014,628,Daigyakuten! Sakuretsu Luffy Ikari no Tekken,12 Jan. 2014,6.6,(293),"Chopper and the dugong make an attempt to go against Breed, but Breed orders the other animals to attack them. At that point Law, Caesar and Luffy enter the room and Luffy knocks the animals out."
2014,629,Gekishin! Shinsekai Ugokasu Dai News,19 Jan. 2014,8.1,(616),"The world learns about Doflamingo's sudden resignation from the Shichibukai. Law explains his plan for the destruction of the factory. Meanwhile, Buggy is revealed to have become a Shichibukai during the time-skip."
2014,630,Bouken! Ai to Jounetsu no Kuni Dressrosa,26 Jan. 2014,7.8,(551),"The Straw Hat Pirates, Law, Kin'emon and Momonosuke arrive at Dressrosa. There they divide into 3 groups. A mysterious blind man appears."
2014,631,Nekkyou Uzumaku: Corrida Colosseum,2 Feb. 2014,8.0,(592),"After the blind man departs, the people in the bar start exclaiming over missing possessions, among which is Zoro's Shusui, the treasure of Wano Country."
2014,632,Kiken na Koi: Odoriko Violet,9 Feb. 2014,7.8,(540),"As Zoro searches for his missing katana, Sanji finds himself meeting a beautiful and stunning dancer named Violet who requires the services of Sanji in a dire matter."
2014,633,Saikyou no Mumei Senshi! Lucy Toujou,16 Feb. 2014,7.7,(536),"Luffy signs up for the tournament, and Franky requests him to not let anyone discover who he is. Meanwhile, Sanji is seen with Violet, wandering around Dressrosa."
2014,634,Kaizoku Kikoushi Cavendish,23 Feb. 2014,7.9,(539),The famous beautiful pirate Cavendish makes an entrance and proceeds to explain to Luffy (not realizing his identity) the rules of entertainment in the Colosseum.
2014,635,Unmei no Saikai: Hyena no Bellamy,2 Mar. 2014,7.9,(543),"Luffy meets an unexpected acquaintance from the past, Bellamy. Meanwhile, the Caesar handover team learn about Green Bit, and on the Sunny, the four who remained to watch the ship hear noises from inside."
2014,636,Choushinsei! Hitokui no Bartolomeo,16 Mar. 2014,7.9,(557),The Block B battle begins. Bartolomeo is heckled by the crowd as he enters the colosseum. Cavendish tells Luffy about the competitors and reveals why he hates the new super rookies.
2014,637,Gun'yuu Kakkyo! Hakunetsu no B Block!,23 Mar. 2014,7.9,(536),"Seeing that his true identity is exposed, Luffy tries to defend himself from Chinjao's devastating headbutts and Cavendish's irrational hatred while trying in vain to convince them he's ""Lucy"""
